,text,orientation,language,mean_confidence,used_original_text,time,scale
10,"Models of Interpretation...............................................................................67 
Stamps as Marks of Civic Control ......................................................69 
Stamps as a Guarantee of Origin.........................................................73 
Stamps as Marks of Internal Administration.......................................75 
Concluding Observations ....................................................................80 
The Amphora Stamps from Tektaş Burnu ...................................................81 
Circle Stamps ......................................................................................82 
Iconographic Stamps...........................................................................85 
Lettered Stamps................................................................................... 86 
The Alpha-Delta Monogram ......................................................91 
Graffiti from Tektaş Burnu ............................................................... 101 
Interpretation and Conclusions...................................................................101 
Toward a Typology of Erythraian Amphoras ............................................ 108 
Chapter 4.  Classical Greek Seafaring and the Evidence of Shipwrecks ............116 
Introduction................................................................................................116 
The Evidence of Shipwrecks......................................................................117 
The Phagrou Shipwreck (ca. 450? B.C.)........................................... 117 
The Alonnesos Shipwreck (420-400 B.C.) ....................................... 118 
The Ma'agan Mikhael Shipwreck (ca. 410-390 B.C.)....................... 123 
The Porticello Shipwreck (ca. 400-390 B.C.) ................................... 125 
The El Sec Shipwreck  (360-340 B.C.).............................................129 
The Kyrenia Shipwreck (300-280 B.C.) ........................................... 135 
Unexcavated Classical Wrecks from the Aegean and Black Seas....138 
Conclusions ................................................................................................ 142 
Ship Size and Cargo Composition ....................................................143 
The Contribution of the Tektaş Burnu Shipwreck ............................ 149 
 
x 
",,eng,,True,1648426886.1912,
11,"Appendix.  Catalog of Amphoras from the Tektaş Burnu Shipwreck. ...............190 
Bibliography........................................................................................................ 238 
Vita...................................................................................................................... 258 
 
xi 
",,eng,,True,1648426886.192499,
12,"List of Tables 
Table 1: 
Results of Dupont’s XRF analyses of so-called ""Samian"" 
Amphoras .........................................................................................57 
Table 2: 
Percentages of amphora imports to Black Sea sites during the 
late 6th and early 5th centuries B.C.. ................................................. 63 
Table 3: 
Partial amphoras from Tektaş Burnu.. ........................................... 234 
 
 
 
xii 
",,eng,,True,1648426886.194396,
13,"List of Figures 
Figure 1: 
Map of Ionia showing the Tektaş Burnu wrecksite........................ 155 
Figure 2: 
Plan of the Tektaş Burnu wreck site............................................... 156 
Figure 3: 
Standard table amphora (TK 284).................................................. 157 
Figure 4: 
Small table amphora (TK 192).......................................................157 
Figure 5: 
Large table amphora (TK 017).......................................................158 
Figure 6: 
Large askos (TK 146).....................................................................158 
Figure 7: 
Banded olpe (TK 130).................................................................... 159 
Figure 8: 
Large one-handled cup (TK 136)...................................................159 
Figure 9: 
Small one-handled cup (TK 206)...................................................159 
Figure 10: 
Black-glazed Chian kantharos (TK 311)........................................160 
Figure 11: 
Banded Chian kantharos (TK 194)................................................. 160 
Figure 12: 
Oil lamp (TK 290)..........................................................................160 
Figure 13: 
Lopas (TK 128) .............................................................................. 161 
Figure 14: 
Chytra (TK 315)............................................................................. 161 
Figure 15: 
Black-glazed kantharos with impressed decoration (TK 022).......161 
Figure 16: 
Small black-glazed askos (TK 129) ...............................................162 
Figure 17: 
Black-glazed salt cellar (TK 143) ..................................................162 
Figure 18: 
Black glazed shallow bowl with graffito (TK 225)........................ 162 
Figure 19: 
Marble ophthalmos with lead spike (TK 007) ............................... 163 
Figure 20: 
Two bone tiles or gaming pieces [?] (TK 026, 028) ......................163 
Figure 21: 
Coarseware oil lamp (TK 158).......................................................163 
Figure 22: 
Globular Mendean amphora 1........................................................164 
 
xiii 
",,eng,,True,1648426886.2040918,
14,"Figure 23: 
Tapered Mendean amphora 10.......................................................164 
Figure 24: 
Lesbian (?) amphora 11..................................................................165 
Figure 25: 
Zeest's high swollen-necked amphora (Dupont 1998, fig. 23.5d).. 165 
Figure 26: 
North Aegean (?) amphora 12........................................................166 
Figure 27: 
Chian C/1 amphora from the Athenian Kerameikos (Knigge 
1976, pl. 51.6.  Courtesy of the Deutsches Archäologisches 
Institut) ........................................................................................... 166 
Figure 28: 
Chian C/2 amphora from Aslan Burnu, Turkey ............................ 167 
Figure 29: 
Chian C/2 amphora 13....................................................................167 
Figure 30: 
Chian C/3 amphora 14....................................................................168 
Figure 31: 
Dupont’s canonical Archaic Milesian amphora (Dupont 1998, 
fig. 23.7d, e) ...................................................................................168 
Figure 32: 
P 24869 from well Q 12:3 in the Athenian Agora (Grace 1971, 
pl. 15.3.  Courtesy of the American School of Classical Studies 
at Athens) .......................................................................................169 
Figure 33: 
Close-up photograph of neck ridge on Samian amphora 18 ..........169 
Figure 34: 
Samian amphora 15........................................................................170 
Figure 35: 
Samian? amphora from the Athenian Kerameikos (Knigge 1976, 
pl. 64.8.  Courtesy of the Deutsches Archäologisches Institut) .....170 
Figure 36: 
Samian-Milesian amphora 17.........................................................171 
Figure 37: 
P 27530 and P 27531 from well S 16:1 in the Athenian Agora 
(Grace 1971, fig. 3.3.  Courtesy of the American School of 
Classical Studies at Athens) ...........................................................171 
 
xiv 
",,eng,,True,1648426886.212319,
15,"Figure 38: 
Unattributed South Aegean amphora 25 with conical body ..........172 
Figure 39: 
Unattributed South Aegean amphora 102 with ovoid body...........172 
Figure 40: 
Neck groove of unattributed South Aegean amphora 116 .............173 
Figure 41: 
Unattributed South Aegean amphora 149 with neck ridge ............173 
Figure 42: 
Beveled toe of amphora 105...........................................................174 
Figure 43: 
Disc toe of amphora 134 ................................................................174 
Figure 44: 
Double-beveled toe of amphora Lot 330........................................174 
Figure 45: 
Concave double-beveled toe of amphora 137................................175 
Figure 46: 
Diagonal double-beveled toe of amphora 25 ................................. 175 
Figure 47: 
Rounded 'tea-cup' double-beveled toe of amphora Lot 0911.........175 
Figure 48: 
Creamy pinkish-buff slip of amphora 100 ..................................... 176 
Figure 49: 
‘Samian’ amphora from Olbia (Hermitage Museum Ол. 18152.  
Courtesy of the State Hermitage Museum).................................... 176 
Figure 50: 
Klazomenai amphora 951 (Courtesy of the Klazomenai 
Excavations 2004)..........................................................................177 
Figure 51: 
P 24884 from well R 13:1 in the Athenian Agora (Roberts 1986, 
440 pl. 19.  Courtesy of the American School of Classical 
Studies at Athens)...........................................................................177 
Figure 52: 
Conical Samian? amphora from the Athenian Kerameikos 
(Knigge 1976, pl. 49.3.  Courtesy of the Deutsches 
Archäologisches Institut)................................................................178 
 
xv 
",,eng,,True,1648426886.220405,
16,"Figure 53: 
P 21984a and b from well N 7:3 in the Athenian Agora (Grace 
1971, 76 fig. 3.1.  Courtesy of the American School of Classical 
Studies at Athens)...........................................................................178 
Figure 54: 
P 27536 from well S 16:1 in the Athenian Agora (Courtesy of the 
American School of Classical Studies at Athens)..........................179 
Figure 55: 
P 27537 from well S 16:1 in the Athenian Agora (Courtesy of the 
American School of Classical Studies at Athens)..........................179 
Figure 56: 
Circular stamp on neck of amphora 210. .......................................180 
Figure 57: 
Circular stamp at the handle base of amphora 212 ........................ 180 
Figure 58: 
Circular stamp on shoulder of amphora 105. .................................181 
Figure 59: 
Iconographic leaf stamp of amphora 192....................................... 181 
Figure 60: 
Double leaf stamp of amphora 143. ............................................... 182 
Figure 61: 
EPY stamp of amphora 19 ............................................................. 182 
Figure 62: 
Fifth-century B.C Erythraian silver coin (British Museum inv. no 
363618.  Courtesy of the British Museum)....................................182 
Figure 63: 
Fourth-century B.C. Erythraian silver coin (AR Rhod. drachma 
with head of Herakles.  Greek, Hellenistic period 330-300 B.C.  
Mint: Ionia, Erythrai.  Metal: Silver.  Diam.: 15 mm.  Museum of 
Fine Arts, Boston.  Henry Little Pierce Fund; 04.1026.) ...............183 
Figure 64: 
EPY amphora stamp from Olbia (Hermitage Museum Ол. 2284.  
Courtesy of the State Hermitage Museum).................................... 183 
Figure 65: 
P 30873 from R 13:11 in the Athenian Agora (Courtesy of the 
American School of Classical Studies at Athens)..........................183 
 
xvi 
",,eng,,True,1648426886.227724,
17,"Figure 66: 
Amphora stamp with the abbreviated ethnic of Erythrai arranged 
around a ligature Alpha-Delta (Dumont 1871, pl. 10.23) .............. 184 
Figure 67: 
Amphora stamp with the abbreviated ethnic of Erythrai arranged 
around a ligature Alpha-Delta (Dumont 1871, pl. 13.9) ................ 184 
Figure 68: 
SS 14436 from the Athenian Agora (Courtesy of the American 
School of Classical Studies)...........................................................184 
Figure 69: 
Miscellaneous ligature Alpha-Delta stamps from Erythrai............185 
Figure 70: 
SS 8847 from the Athenian Agora (Courtesy of the American 
School of Classical Studies at Athens)...........................................185 
Figure 71: 
Intact Solokha I amphora from Callatis with ligature Alpha-Delta 
stamp on handle (Buzoianu 1999, pl. 6 inv. no 16.670) ................186 
Figure 72: 
SS 7791 from the Athenian Agora (Courtesy of the American 
School of Classical Studies at Athens)...........................................186 
Figure 73: 
Dedicatory stele from Erythrai (von Wilamowitz-Moellendorff 
and Jacobsthal 1909, fig. 3)............................................................187 
Figure 74: 
'Samian' jar from Aegina with ligature Delta-Alpha graffito 
(Johnston 1990, fig. 99 [left].  Courtesy of the Deutsches 
Archäologisches Institut)................................................................ 187 
Figure 75: 
Ligature Delta-Epsilon graffito from amphora 103 .......................188 
Figure 76: 
SS 14757 from the Athenian Agora (Courtesy of the American 
School of Classical Studies at Athens)...........................................188 
 
xvii 
",,eng,,True,1648426886.234825,
18,"Figure 77: 
Peparethian and Mendean amphoras from the Alonnesos 
shipwreck (Hadjidaki 1996, fig. 3.  Courtesy of Elpida 
Hadjidaki)....................................................................................... 189 
 
xviii 
",,eng,,True,1648426886.2362309,
19," 
Chapter 1: The Classical Greek Shipwreck at Tektaş Burnu 
 
INTRODUCTION 
For three consecutive summers between 1999 and 2001, the Institute of Nautical 
Archaeology (INA) at Texas A&M University excavated the remains of a 
Classical Greek shipwreck off the Aegean coast of Turkey at Tektaş Burnu.1  
Tektaş Burnu is located along a rugged, uninhabited stretch of coast southeast of 
Çeşme, west of Siğacık (ancient Teos), and directly east of Emporio, Chios (fig. 
1).  Navigation in these waters between the Straits of Chios and Siğacık Bay is 
made particularly difficult by the presence of strong northerly winds that drive 
and confuse the currents.2  Negotiating seas under such conditions would have 
been especially challenging for ancient ships, which carried square sails that were 
designed primarily for traveling with the wind astern and generally did not permit 
agile maneuvering.  Indeed, underwater surveys suggest that the Straits of Chios 
are littered with shipwrecks.3
 
                                                 
1 Bass 2002a, Carlson 1999, 2001, 2002a, 2003 and Gibbins 2000.  The project was directed by 
INA founder George Bass, and I served as the Assistant Director. 
2 The coastline terminates in a headland called Teke Burnu, which marks the northwest entrance 
to Siğacık Bay.  Sailing Directions (enroute): Eastern Mediterranean (2003, 208) cautions that 
“baffling winds are frequently experienced in the vicinity of the point [of Teke Burnu].” 
3 Garnett and Boardman 1961; Bass 2002b; Parker 1992, 47 no. 19-20, 61 no. 62. 
 
1 
",,eng,,True,1648426886.2467031,
20,"DISCOVERY 
The Tektaş Burnu wreck was discovered in 1996 during one of INA’s 
annual surveys for shipwrecks in Turkish waters.  At that time, divers located a 
mound of approximately 60 amphoras lying on a sandy shelf at a depth of 
between 38 and 43 m (125 and 149 ft.).  Upon recognizing that the mound 
contained at least two distinct amphora types, the divers raised one complete jar 
of each type for identification and dating.  The following year, Mark Lawall of the 
University of Manitoba identified one of the two types as Mendean and concluded 
that it was best dated to the third quarter of the fifth century B.C.  The second 
amphora was identified as pseudo-Samian, a type that is known primarily from 
sixth and early-fifth century B.C. contexts along the Black Sea coast, but has not 
been attributed to any specific source.4  
Initial assessment of the Tektaş Burnu shipwreck indicated that the 
majority of the ship’s cargo had come to rest on the sandy seabed between two 
large outcrops of rock in an area roughly 12 m (40 ft.) long and 4 m (13 ft.) wide 
(fig. 2).  Subsequent excavation revealed a second cluster of artifacts at the edge 
of the shelf approximately 10 m (33 ft.) from the large amphora mound, and a 
third small, isolated group of amphoras about 12 m (40 ft.) away.5  These two 
secondary groups of artifacts appear to have rolled away from the wreck, while 
the main concentration of cargo remained sandwiched between the two large 
                                                 
4 The term “pseudo-Samian” was coined by the Georgian archaeologist Otar Lordkipanidze in 
describing a group of fragmentary jars excavated from a village near the ancient Colkhian site of 
Phasis: Lordkipanidze 1968, 39-40.  See below, pp. 36-7. 
5 This small group of three amphoras (Lots 1143, 1147, 1169) and ballast pebbles was far enough 
from the amphora mound that it is not shown on the site plan. 
 
2 
",,eng,,True,1648426886.2549372,
21,"rocks.6  The central amphora mound was confused but contained, suggesting that 
the ship was largely intact when it came to rest on the seabed.   
 
CARGO 
The ship’s primary cargo appears to have been a shipment of wine 
contained in slightly fewer than 200 amphoras of the unattributed ‘Samian’ or so-
called pseudo-Samian type.7  The amphora cargo, which includes smaller 
quantities of Mendean, Chian, and Samian-Milesian jars, will be discussed in 
detail in Chapter 2.  East Greek ceramics constitute the ship’s secondary cargo, 
with the largest component a group of 13 table amphoras in at least three different 
sizes.  The standard size (fig. 3) is represented by ten examples that range from 22 
to 26 cm (8 to 10 in.) in height, though it is entirely possible that this large group 
embodies two (or even three) sub-groups characterized by subtle differences in 
size and capacity.8  Two smaller varieties (fig. 4), each 18 cm (7 in.) tall, were 
excavated intact, and a lone example of a larger version (fig. 5), 32 cm (12 1/2 in.) 
tall, has been restored from fragments.  Each size shares stylistic features that 
point to a common, perhaps ultimately metallic, ancestor: doubled cylindrical 
handles that meet the neck in a prominent molded ridge; an offset between neck 
                                                 
6 On the other hand, one cannot rule out the possibility that the nets of local fishermen, still very 
active in these waters, played a role in the displacement of artifacts. 
7 The macrobotanical contents of more than 120 decanted amphoras are currently being analyzed 
by Cheryl Ward of Florida State University.  Virtually all of the ‘Samian’ or pseudo-Samian 
amphoras recovered from the wreck are lined with pitch, in which it has been possible, on 
occasion, to see intact grape seeds.  Nevertheless, any conclusions regarding amphora contents 
should remain hypothetical pending the results of Ward’s analyses. 
8 Volumetric measurements should be of help in defining these sub-groups (if they exist). 
 
3 
",,eng,,True,1648426886.263531,
22,"and shoulder that is decorated with single, or occasionally paired, dots, painted 
polychrome bands around the belly, and a stemmed foot with molded ridge like 
that of the neck.  All but one of the Tektaş Burnu table amphoras still contain the 
remnants of pitch lining, which has been sampled and is awaiting analysis.  
Parallel vessels from sixth and fifth-century contexts have been excavated from 
various sites around the Black Sea and East Greece.9
A large domed askos from the wreck appears to have been decorated, like 
the table amphoras, by being dipped inverted in paint so as to coat only the 
uppermost portions, in this case the handle and rim (fig. 6).  The shape, which is 
paralleled in vessels from fifth-century contexts at Ephesos and Miletos,10 seems 
to have been a hold-over from the sixth century, as evidenced by several examples 
from the Black Sea and Athens.11  Four banded olpai excavated from the wreck 
appear to be standard East Greek shapes (fig. 7).12   
A total of 18 one-handled cups, in two sizes, were recovered from the 
wreck site.  Three of the nine large black-glazed one-handlers (fig. 8) were found 
nested together within the amphora mound, while the nine small varieties (fig. 9), 
                                                 
9 Apollonia: Venedikov et al. 1963, 257 nos. 744, 745; Nymphaion: Scholl and Zin’ko 1999, 44 
Photo E9; Athens: Sparkes and Talcott 1970, 341 no. 1497 (400-425); Rhodes: Clara Rhodos 8 
(1936) 105-09; Chios: Boardman 1967, 176 no. 922.  The bottom third of a similar table amphora 
(EAG 02-0341) was excavated from a Classical well in the Tetragonos Agora at Ephesos, closed 
ca. 400/380 B.C., and is awaiting publication. 
10 Ephesos: Elisabeth Trinkl, personal communication (22 June 2004); Miletos: Voigtländer 1982, 
123 no. 76. 
11 Olbia: Skudnova 1988, fig. 118 (550-525); Kiev: Cook and Dupont 1998, 104 fig. 12.6 (540-
520); Histria: Alexandrescu 1978, 106 no. 696. (late fifth century); Athens: Sparkes and Talcott 
1970, 358 no. 1727 (490-450). 
12 Anderson 1954, 138 no. 44; Boardman 1967, 145 no. 596; Sparkes and Talcott 1970, 78 no. 
255; Archontidou 2000, 58. 
 
4 
",,eng,,True,1648426886.2733922,
23,"which are mostly undecorated, were scattered around the wreck.  Three small one-
handlers were retrieved from within individual amphoras being emptied for 
flotation.13  At present it is unclear whether the cups were intentionally placed 
inside the amphoras, perhaps to be used for scooping out the contents, or whether 
their provenience is due to the activity of resident octopi, which are known to 
inhabit amphoras and collect items small enough to be pulled inside. 
Pottery from the nearby island of Chios comprises a considerable portion 
of the Tektaş Burnu ship’s secondary cargo.  The most distinctive pieces are ten 
slim, footless black-glazed kantharoi that feature the unmistakable greyish-brown 
fabric of Chian pottery (fig. 10).14  At least two other kantharoi are white-slipped 
and still carry traces of a distinctive decorative scheme seen on Chian cups 
excavated at Emporio and Miletos: a thin dark band around the exterior below the 
handles and alternating broader bands of black and white on the interior (fig. 
11).15  Votive cups of this exact type, with dedicatory inscriptions painted around 
the rim before firing, have been excavated at Naukratis and Aegina.16  The 
discoveries have given rise to questions about whether these cups were “made to 
order for Chiot merchants to be dedicated when their voyage was successfully 
                                                 
13 See Anderson 1954, 148 no. 161 and 152 no. 222 for parallels of Hellenistic date from Kofinà 
Ridge. 
14 Histria: Condurachi et al. 1962, 419 fig. 13 (photo) and Alexandrescu 1978, no. 734 (line 
drawing); Olbia: Kozub 1974, 49 fig. 10.4. 
15 Sixth-century examples have been found at Emporio (Boardman 1967, nos. 763-4, 888-9) and 
Miletos (Kleiner and Müller-Wiener 1972, 74-5 fig.5, pl. 21.2-3).  Voigtländer 1982, 61 no. 117 
illustrates a one-handled variety from fifth-century Miletos.  Anderson 1954, 146 sees the fourth-
century white-slipped drinking cups from Kofinà Ridge as “direct descendants of the archaic 
‘Naucratite’ chalices.” 
16 Naukratis: Boardman 1999, 123 fig. 141; Aegina: Williams 1983, 169 figs. 10-11. For a 
summary of the scholarship on the votive cups and their inscriptions, see Boardman 1986. 
 
5 
",,eng,,True,1648426886.283157,
24,"completed,”17 or produced locally near the sanctuaries.  John Boardman has 
described kantharoi of this type as “cheap, plain, but fragile vases, not altogether 
ideal cargo,”18 which leads one to think that the small number of non-inscribed 
cups from Tektaş Burnu could have been the keepsakes of a Chian sailor who 
intended to dedicate them at various anchorages throughout his journey. 
Finally, a dozen simple, handleless oil lamps found scattered around the 
wreck may also have been produced on or nearby Chios.  Several are undecorated 
but most have painted nozzles and two concentric circles in the interior of the well 
(fig. 12).  Among the only fifth-century parallels is a lamp excavated from what 
was probably originally a grave, north of Emporio, Chios, which also contained a 
large one-handled cup and a small table amphora very similar to examples from 
Tektaş Burnu.19
A small assemblage of utilitarian vessels from the wreck may represent 
items used on board the ship.  Although it is certainly possible that some of these 
objects were in fact cargo, they are presented here as a group for the sake of 
simplicity and clarity.  The corpus includes a hydria and jug, a plate, two shallow 
bowls,20 a mortar, and a salt cellar with a pair of suspension holes (to facilitate 
stowage on board?).  The remains of two lopades (fig. 13) and at least three 
                                                 
17 Roebuck 1959, 83. 
18 Boardman 1986, 253.  Artzy and Lyon 2003, 196-97 describe the discovery of two similar 
kantharoi in association with the late fifth-century Ma’agan Mikhael shipwreck.  
19 Boardman 1967, 176 and 234.  The table amphora (no. 922) and one-handler (no. 923) are 
shown on plate 67, and the lamp (no. 505) on Plate 94; the entire assemblage was dated on the 
basis of partial Chian amphoras (no. 946) associated with the finds.  According to Boardman 
(233), the lamps appear to be late survivals of Howland’s Type 21A. 
20 The fragmentary state of the finds make it unclear whether we are dealing with the remains of 
two shallow bowls (Lots 185 and 216) or one bowl (Lot 216) and one lid (Lot 185). 
 
6 
",,eng,,True,1648426886.292224,
