page_id,page_text,conf_mean,lines_count,warnings,language,correction_stats,reading_order_stats
page_011,"AKT IV IGI A-tù-ma-an DUMU A-sùr-lá-ma-s IGI Ma-nu-ba-lúm-A-ùr DUMU Na-áb-Sú-en6 IGI A-sùr-ma-lik 20 DUMU Sú-en6-na-da AKT IV, 15 Fund-Nr.: kt o/k 144 Mus.-Nr.: AMM 166-144-64 Vs. 15 GÍN KU.BABBAR 1 sa-ru-pá-am a i-na sé-er u-Be-lim Sú-sà-a / i-u-ú-ma tup-pu-u ha-ar-mu 5 ki-ma Sú-sà-a Ib-ni-l K∪.BABBAR a-bu tup-pu-um sa hu-bu-ul u.K. ¯u-Be-lim 10 Rs. a ku-nu-uk Wa-ú-ip-ú-ra-ba-ni ú tap-pá-i-u a e-li-a-ni sa-ar / u-ma 15 Sú-sà-a /a-na ¯u-Be-lim i-tù-wa-ar Ib-ni-l ú-ba-áb-u o.K. IGI Ta-ki 1.S. 20 IGI I-ku-pì-a AKT IV, 16 kt o/k 42 Fund-Nr.: AMM 166-42-64 Mus.-Nr. Anm.: ungeöffnete Hülle 11",0.982,52,,italian,,"{""processing_time"": 6.175041198730469e-05, ""elements_processed"": 52, ""columns_detected"": 1}"
page_012,"12 (Siegelabr. A) Vs. KIIB A-ta-ta DUMU En-na-nim 1 A-bi-a-a / a-na Ha-nu DUMU I-tur4-DINGIR is-ba-at-ni-a-tá-ma ni-kà-s a-na ga-am-ri-im 5 (Siegelabr. B) a mu-ut I-tur4-DINGIR i-si-ú-ma u.K. (Siegelabr. A) um-ma A-bi-a-a Du[MU . . . a-na Ha-n[u-ma] a-na <1 GU URUDU> SIG5 [DIRI] Rs. 10 a a-di-na-ku-ni mì-na[m] ta-ma-l[i]-ik um-ma [Ha-nu-ma] a-na [A-bi-a-a-ma] 1 GU URUDU [SIG5 DIRI] (Siegelabr. A) 1/3; ma-na 5? GIN KU.BABBAR 15 a-da-na-kum a-na a-wa-tim a-ni-[a]-tim wa-b[ar]-tum sa Wa-á-hi-ni-a 20 i-d-ni-a-t-ma IGI u-ga-ri-a-en6 o.K. a A-ur ú-bu-t a-dí-in d En-líl-ba-ni 1.S. (Siegelabr. A) DUMu I-a-dan <tap-pá-i> 25 AKT IV, 17 kt o/k 63 Fund-Nr.: AMM 166-63-64 Mus.-Nr.: Michel, OAAS I, 118 notiert unter dieser o/k-Nr. eine Bulle; Anm.: I-dí-A-ur ù u-A-nim Vs. 1 is-bu-tù-ni-a-tá-ma AKT IV",0.972,53,,turkish,,"{""processing_time"": 4.76837158203125e-05, ""elements_processed"": 53, ""columns_detected"": 1}"
page_013,"AKT IV 7 túG ku-ta-nu / i-li-bi4 u-A-nim ni-kà-s i-sí-ú-ma 11 GíN.TA 5 Kù.BABBAR a-na TúGtí-u / a-ha-ma 6 GíN K∪.BABBAR í-im ra-qú-tim Su-A-nim / a-na I-dí-A-ur i-a-qal / ù a-ha-ma 6 GíN KU.BABBAR 10 si-im ANE a ba-ri-u-nu u.K. mìi-li-u a-na I-dí-A-ur / u-A-nim Rs. i-a-qal 1 TUG 15 a pá-zu-ur-tim i-li-bi4 Su-A-nim Puzur4-A-ur ki-m[a] ú-bu-lu i-a-ú-lu-ma ma-lá Puzur4-A-ur i-qá-bi4-[u] i-im 1 TÚG a-na I-dí-A-ur 20 i-a-qal ù 1/3 ma-na 5 GíN AN.NA i-na li-bi4 ¯u-A-nim I-dí-A-ur o.K. i-dí-i / a-na a-wa-tim a-ni-a-tim kà-ru-um 25 Pu-ru-u-ha-tim i-dú-ni-a-tí-ma IGI GíR a A-ur s-bu-t-ni ni-dú-in IGI A-ùr-i-mì-tí IGI I-na-Sú-en6 Akt IV, 18 kt o/k 80 Fund-Nr.: AMM 166-80-64 Mus.-Nr.: Vs. 1 I-dí-A-ur a-na A-mu-a is-ba-at-ni-a-ti-ma um-ma I-dí-A-ur-ma a-na sé-er a tup-pí-kà ha-ar-mì-im a-dí-na-ku-um 5 13",0.965,49,,italian,,"{""processing_time"": 3.0994415283203125e-05, ""elements_processed"": 49, ""columns_detected"": 1}"
page_014,"14 20 Tú[G].H1.A a-na [x x] 2 1/3 ma-na K∪.BABBAR a ki-ma i-a-tí ál-ma-A-ur ú Puzur4-Itar i-di-<nu>-ni-ku-um 1/3 ma-na Kù.BABBAR ba[r-ki-tám ál]-ma-A-ur i-na ¯Sa-lá-[tù]-a-[ar] 10 i-dí-na-ku-um 2[0 ma-na] URUDU i-na [É] u.K. kà-ri-im [(. . . )] NB: AKT anders Rs. a-na a-du-e'-t-kà 15 á-qúl um-ma A-mu-a-ma a-na zi-tí-kà lá ú-a-qi-il5 um-ma I-dí-A-ur-ma u-ma ta-ah-sí-is-ta-am i-a-tám tù-kà-al 20 bi-lam-ma i-na a li-bi-kà a-áb-tí-iq IGI A-ùr-DU10 DUMU Su-Itar IGI A-mUr-DINGIR DUMU Im-dú-DINGIR 25 1.S. AKT IV, 19 kt o/k 88 Fund-Nr.: AMM 166-88-64 Mus.-Nr.: A-nu-pì-a a-[na A]-ur-ma-lik 1 Vs. DUMU En-na-[Sú]-en6 is-ba-at-ni-a-tí-ma um-ma A-nu-pi-a-ma ki-ma En-um-A-ur a-hi-kà [ta]-sí-ma tup-pì-i 5 a 1/3 m[a]-na K∪.BABBAR tal-pu-ut u-ma En-um-A-ur a-hi-kà lu i-na a-limki lu i-na ha-ra-nim 1/3 ma-na K∪.BABBARp i-li-bi4 10 u.K. A-i-a-at i-sa-ba-at AKT IV",0.976,51,,italian,,"{""processing_time"": 3.170967102050781e-05, ""elements_processed"": 51, ""columns_detected"": 1}"
page_015,"AKT IV tup-pì a 1/3 ma-na Ku.BABBAR Rs. tal-pu-tù-ma Ep-qum DUMU A-bi4-a-a ù u-A-num DUMU u-da-a na-lu-ni 15 ú-ku-u um-ma A-ur-ma-lik-ma ú-ku-us IGI A-bi4-a-a ù A-ur-ba-ni DUMU Lá-ra-bi4-im si-ip-ri a a-limki 20 IGI A-mur- dUTu DUMU Púzur-ì-l AKT IV, 20 Fund-Nr.: kt o/k 94 Mus.-Nr.: AMM 166-94-64 1 1/2 ma-na a-na hu-ni-[a]-nim Vs. 1 á-qúl 3 ma-na 10 Gín a-na ku-ku-ba-tim sa-lá-ás á-qúl 5/6 ma-na a-na 5 NB: nach Foto! ma-á-er!-tim á-qúl 2 ma-na a-na tù-dú-na-tim á-qúl 2 ma-na u.K. a-na ì.GI 10 a-qúl AKT IV, 21 kt o/k 74 Fund-Nr.: AMM 166-74-64 Mus.-Nr. Albayrak, AMMY 2003-2004, 273f. mit Foto; Lit.: 1 me-at 8 túG ku-ta-nu Vs. NB: nach Foto! a-ha-a-ma 15 túG' ku-ta-nu 2 túG ku-ta-nu a A-mu-a 1 TúG a I-a-ri-a 15",0.973,51,,italian,,"{""processing_time"": 4.410743713378906e-05, ""elements_processed"": 51, ""columns_detected"": 1}"
page_016,"16 2 5/6 ma-na AN.NA 5 5 ANE.HI.A sa-la-mu-ú a-na 6 ú-kà-pu ú a-pá-tim 3 GÍN K∪.BABBAR 1/3 ma-nα 4 GÍN AN.NA [mì-m]a a-nim a-[na] u.K. 10 [I]-ku-pí-a áp-[qi-id] IGI I-dú-na-d[1M] Rs. DUMU Sú-lá-IM IGI Puzur4-Itar DUMU Da-la-á IGI Pu<zur4>-Nu-nu 15 NB: nach Foto! 4' Gú 20 ma-na AN.NA 20 túG ku-ta-nu 2 AnE 5/6 ma-na 3 GíN AN.NA mì-ma a-nim a-na Hu-ni-a 20 áp-qí-id 1GI Puzur4-Itar IGI I-d-nα-dIM IGI I-ku-pí-a AKT IV, 22 kt o/k 118 Fund-Nr.: AMM 166-118-64 Mus.-Nr.: 6 TúG u-ru-tum a a-bi4-ni Vs. 1 SÀ.BA 3 TÚG i-na É.GALlim a-na i-mì-im i-nu-mì-u-ma il5-qé-ú 1 TúG a-na 8 GíN a-na DuMU A-mu-a 5 Sa 2 TUG 16 GÍN KU.BABBAR i-tí A-sur-ba-ni sa li-wi-tim i-ba--ú 1/2 ma-nα 5 GíN KU.BABBAR u.K. 10 sa-ru-pu-um i-li-bi I-dí-Sú-en6 25 túG ku-ta-nu Rs. a a-bi-ni a qá-tim AKT IV",0.961,53,,italian,,"{""processing_time"": 4.696846008300781e-05, ""elements_processed"": 53, ""columns_detected"": 1}"
page_017,"AKT IV SÀ.BA 1 TúG ni-is-ha-tim 15 il5-qé-ú ku-ta-nu a-na ma-lá té-er-tí-u i-ba-sú-ú ù 5 ku-ta-ni ni-is-ha-tim 20 ni-na-pá-al 1 ANE i-za-az AKT IV, 23 Fund-Nr.: kt o/k 11 Mus.-Nr.: AMM 166-11-64 Vs. 21 TúG ku-ta-ni 1 sà.BA 5 ku-sí-a-tim a-ma-lá na-á-pár-tim a E-na-na-at-A-ur DUMU Tí-tí-na-tal 5 a-na A-ur-e-nam DUMU A-ur-ba-ni ni-<ip>-qí-id IGI A-zi-a u.K. lúm-ga-mì-il5 DUMU DINGIR 10 Rs. IGI A-ba-nim DUMU u-Hu-bur IGI A-lu-wa Dumu Bur-kà-num AKT IV, 24 kt o/k 5 Fund.-Nr.: Mus.-Nr.: AMM 166-5-64 Siegel: Hecker, FS Kienast 195A.48; 22 1/3 TUG.HI.A dam-qú-tum Vs. 1 Itum SÀ.BA DIRI 1 TUG NÍG.LÁM NB: lamahuum i-té-en6 ù mì-i-lu-um 5 e-ma-ru-um sa-lá-mu-um ù ú-nu-sú-nu 17",0.975,57,,italian,,"{""processing_time"": 0.002900362014770508, ""elements_processed"": 57, ""columns_detected"": 1}"
page_018,"18 u.K. mì-ma a-nim ku-nu-ki-ni / KÁ a-bu-lim 10 Rs. a-na E-na-na-tim DUMU Tí-tú-na-tal ni-ip-qú-id-ma a-sé-er DAM.QAR i-ra-de8 1/3 ma-na 1 GíN Kù.BABBAR 15 E-na-na-tum il5-qé-ma 1/3 ma-nα 1 GíN KU.BABBAR 1 ma-na-um 1 ma-na a-na DAM.QAR i-a-qal AKT IV, 25 kt o/k 113 Funf-Nr.: AMM 166-113-64 Mus.-Nr.: 6: Veenhof, 34. CRRAI 425, 448; Lit.: 11: Veenhof, 34. CRRAI 433A.12; OALE 43A.69; ÇeÇen, ArAn 2, 11A.4; XII. TTK 59A.4; 25: OALE 40A.55; 25-32: Michel, Innaya 219; 30, 42: Veenhof, 34. CRRAI 433A.12; 50-55: Donbaz, Af0 35, 55; cf. 54; T. Ozgüç, Kültepe-Kani II, Rs. des Einbandes Foto: U. Vs. nach Foto Anm.: (VI) [129+], (IV) [104], (II) [115+], (IX) [119] Datum: KIIB A-ur-ták-lá-ku DuMu I-ku-nim 1 Vs. K1IB u-Ku-bi4-im DUMU Lá-qé-ep KIIB I-ku-pì-a DUMU A-ta-ta KIIB Kà-lu-wa DUMU A-ur-na-da 1 ma-na Ku.BABBAR sa-ru-pá-am i-sé-er Kà-lu-wa-<<da>> DUMU A-ur-na-da / DAM.QAR i-u 5 i-tù ITU.1.KAM hu-bu-[u]r li-mì-im a qá-té I-sá-a 1/2 ma-na Ku.BABBAR a-na a-na-at i-a-qal 1/2 ma-na Kù.BABBAR a-na a-ni-tim a-tim i-a-qal u-ma i-ma-lá u4-mì-u lá i-qúl 1 1/2 GíN.TA i-ITU.1.KAM a-ma-na-im sí-ib-tám ú-sa-áb 10 AKT IV [129+]",0.98,51,,turkish,,"{""processing_time"": 4.1961669921875e-05, ""elements_processed"": 51, ""columns_detected"": 1}"
page_019,AKT IV KIIB A-du-da DUMU ru-ba-im KIIB Ma-sà-a DUMU A-ur-ni-im-ri KIIB I-me-li-il5 DUMU u-Ku-bi4-im KIIB A-mur-Aur DUMU A-ur-DU10 KIIB A-bu-a-lim DUMU A-ur-DU10 i-na a-mu-tim sa tám-kà-ru-um ú-du-ú-ma I-dí-Ku-bu-um 15 na-á-pè-er-tám a-sé-er E-ni-ba-á A-bu-a-lim E-ri-ri-a ú ál-ma-hi i-pu-ra-ni A-ur-i-tí-kál a-mu-tám i-a-tí a-ma-lá na-á-pè-er-tim <¯a> I-dí-Ku-bi4-im i-dú-nu-i-ma a-mu-tám a DAM.QAR ú-du-ú-ma I-dí-Ku-bu-um 20 DAM.QARru-ni 3 1/3 ma-na Ku.BABBAR A-bu-a-lim im-sí-ma K∪.BABBAR il5-qé u-ma I-dí-Ku-<bu>-um a ki-ma DAM.QARri-im a-na A-ur-i-tí-kal a-na 3 1/3 ma-na Ku.BABBAR i-tù-ar-u-um A-bu-a-lim ú-ba-áb-u KIIB Dan-A-ur DuMu Ku-u-kà-nim KIIB E-ri-í-im 25 DUMU A-[mur]-dUTU KIIB A-ur-DU10 DUMU En-nam-ma-a-nim 1 ma-na Ku.BABBAR sa-r[u-pá-am i-s]é-er A-ur- DU10 DUMu En-nam-ma-a-nim I-na-ah-DINGIR i-u i-tù ha-mu-u-tim a A-ur-ma-lik Dumu Sú-kà-li-a ITU.1.KAM ma-hu-ur-ì-lú li-mu-um I-na-a 30 DuMu A-mu-ra-a a-na 20 ha-am-a-tim i-a-qal u-ma lá i-qúl 1 1/2 GíN.TA i-ITU.1.K[AM s]í-ib-tám [ú-sa-á]b KIIB A-al-DU10 DUMU Lá-qé-ep KIIB A-lá-hi-im DUMU u-Ku-bi4-im KIIB Ni-[mar-Itar] DUMU En-um-dIM 1/2 ma-na Ku.BABBAR 35 sa-ru-pá-am i-sé-er Ni-mar-Itar I-[na-ah-DINGIR] i-u i-tù ha-mu-tim a Z [u-ku-a] DUMU A-[ur]-i-dí-ma a-na 2 ITU.KAM i-a-[qal] u-ma a-n[a] u4-[mì]-u ma-al-ú-tim lá i-qú-ul ki-ma a-wa-at kà-ri-im 40 sí-ib-tám i-ITU.1.KAM ú-sa-áb ITU.1.KAM a ke-na-tim li-mu-um a qá-té En-um-A-ur DUMU Du-ni-a KIIB I-dí-a-bi4-im DUMU En-um-A-ur KIIB Ma-nu-ki-A-ur b [. . . K1IB] En-um-A-ur 45 DUMU DUMU [A-lá-hi-im x m]a-na 1 1/2 GíN Kù.[BABBAR sa-ru]-pá-am i-sé-er o.K. [En-um-A]-ur DUMU A-lá-hi-im E-ni-ba-á tí-u i-tù ITU.1.KAM Rs. kà-an-wa-ar-ta li-mu-um 50 19 [104] [115+],0.971,55,,italian,,"{""processing_time"": 4.029273986816406e-05, ""elements_processed"": 55, ""columns_detected"": 1}"
page_020,"20 [119] Kà-pá-tí-a a-na 12 Itu i-a-qal su-ma lá i-qú-ul ki-ma a-wa-at kà-ri-im s-ib-tám-sa-áb 55 uNIGIn 14 tup-pu-ú' ha-ru-mu-tum NB: nach Foto! GÁNlúm e-tí-qú (Rest unbeschr.) AKT IV, 26 Fund-Nr.: kt o/k 197 Mus.-Nr. AMM 166-197-64 Lit.: 2-3: Çeçen, ArAn 2, 12A.10; XII. TTK 60A.10; zum Archiv von Uur-a-Itar; statt 1/3 (Z.8 usw.) lies 1 1/2?! Anm.: 2[12] (IIΛ) '[86] (IIΛ) [∠0I] (IIΛ) '[Ω01I] (XI) '[ZI/66] (X) [+III] (I) Datum: (VII) [107], (VIII) [103]; KIB Ú-sà-nim D[UMU] A-mur-A-ùr / KIIB A-da-da DUMU dIM-Vs. 1 GAL KIIB Ú-sur-a-Itar DUMU A-sùr-i-mì-tí KIIB Hu-ni-a E[¯-u] 2 ma-na Kù.BABBAR sa-ru-pá-am a-sé-er 1 [ma-na]-em a kà-ri-im 1/2 GíNum ta-ur-[ma] / K∪.BABBAR is!?-tù U-sur-a-Itar 5 zu erwarten wäre i-sé-er; Foto unscharf ú Hu-ni-a E-u / DAM.QAR i-u i-[t]ù ha-mu-tim a A-ur-ma-lik DuMU A-sùr-ba-ni ITU.[KAM [bé]-lá-at-É.GAL li-mu-um / a qá-té [111+] I-dí-a-hi-im / 1/3 GíN Kù.BABBAR i-ITU.KAM a-na 1 ma-na-im s-ib-tám ú-su-bu Kù.BABBAR / i-qá-qá-ad / ál-mì-u-nu / ke-ni-u-nu / ra-ki-is 10 mu-kà-il5 tup-pí-im / u-ut / DAM.QAR KIIB / Sà-ak-li-[a] DUMU u-Itar / K1IB I-di-a-bi4-im DUMU A-ta-ta KIIB Ma-nu-ki-A-ur 1/2 ma-na Kù.BABBAR sa-ru-pá-am be-ú-lá-at Hu-[ni]-a I-dí-a-bu-um ú-kà-al / u-ma / a-e-ma [ú-da-pè-er] kà-sa-ar ú-ga-ar-u-ma / ig-ri / sà-ri-dim [ú]-ma-lá / K11B u-li 15 DUMU [Me]-ra-lí / KIIB ¯u-ki-tim DUMU [x]-ra-zi KIIB Qá-ta-tim DUMU [A-zu]-za-a a hu-<bu>-ul / u-li DUMU Me-ra-lí AKT IV NB: AKT Étù,",0.973,52,,turkish,,"{""processing_time"": 4.1484832763671875e-05, ""elements_processed"": 52, ""columns_detected"": 1}"
page_021,AKT IV 20 25 30 35 40 45 Rs. 50 55 21 [x ma-na Ku].BABBAR sa-ru-pá-am i-[sé]-er / ¯u-li DUMu Me-ra-lí [Hu-ni-a i]-u / ITU.KAM té-i-na-tim / li-mu-um I-lí-dan [99/124] a-na [¯a]-na-at / i-a-qal / u-[ma] lá i-qú-ul 1/3 ma-na a-na 1 ma-na-im si-ib-[tám] ú-sa-áb Ki1B Sà-ak-li-a DUMU u-Itar KIIB A-ùr-[ni]-u DUMU A-mur-Itar KIIB Il5-ba-ni DUMU A-mur-Itar / 2 ma-na 10 GíN Kù.BABBAR sa-ru-pá-am / i-sé-er Il5-ba-ni DUMu A-mur-I[tar] <Hu-ni-a> DuMu A-ur-i-mi-ti / i-u i-tù ha-mu-u-[tim] a A-ur-ták-lá-[ku] DuMu A-lá-hi-im / a-na 20 ha-am-a-tim i-a-qal / u-ma / lá i-qú-ul 1 1/2 GíN.TA / a-na 1 ma-na-im i-ITU.KAM sí-ib-tám / ú-sa-áb ITU.KAM kán-mar-ta [107] li-mu-um / A-sùr-i-mì-tí / ma-lá-hu-um KIB [Puzur4-A]-ùr DUMU u-Be-lim / KI1B A-gi-a DUMU [. . . ]-im [KIIB Pá-ta]-a DUMU Lá-qé-pi-im / 5/6 ma-na 2 GíN [κu.BABBAR] [sa]-ru-pá-am i-sé-er Pá-ta-a DuMu [Lá-qé-pì-im] [Hu]-ni-a i-u i-tù / ITU.KAM ma-hu-ur-[DINGIR] a-na 1 ma-na-em / i-ITU.KAM sí-ib-tá[m ú-sa-áb] a-li e-mu-ru-u / kù.BABBARáp -u i-lá-[qé] KIIB Sá-ak-li-a [DUMU ¯u]-Ku-bi-im / K11B Sà-[... KIIB I-[ku]-pí-im DUMU A-ùr-i-mì-tí / KIIB [. . . DUMu Dan-A-ùr / 2 ma-na Ku.BABBAR sa-ru-pá-am [i-sé-er] NB: nach Foto! Sá-ak-li-a DUMU u-Ku-bi4-im Hu'-ni-−[a] i-u i-tù / ha-mu-<u>-tim a En-um-A-sùr DuMu ál-ma-hi-im a-na 10 ha-am-a-tim / i-a-qal / u-ma lá i-qú-ul 1 1/2 GíN.TA Kù.BABBAR a-na 1 ma-na-im si-ib-tám / i-na ITU.KAMim / ú-sa-ab [107] ITU.KAM s-ip-im / li-mu-um A-ùr-i-mì-t KIIB Sà-ak-li-a DUMU u-Itar KIIB I-ku-pì-A-ùr DUMU Puzúr-Itar KIIB Ir-ma-A-ùr DUMU Ni-de8-ba-ni i-na 1/3 ma-[na Ku].BABBAR a Ú-sur-a-Itar ù Hu-ni-a / [i]-na qá-tí / Ir-ma-A-ùr <DuMu> Ni-de8-ba-ni /um-ma Ir-ma-A-sùr-ma À.BA 5 GíN Kù.BABBAR / a-na a-limki a-sí a ki-ma / i-a-tí / ú-ta-e-er um-ma a-na-ku-ma / a-na U-sur-a-Itar ù Hu-ni-a / dí-in / u-ma 5 GíN Kù.BABBAR i-na a-limki / a ki-ma Ir-ma-A-ur / a-na U-sur-a-Itar / ú Hu-ni-a / lá i-dí-in,0.961,54,,italian,,"{""processing_time"": 3.075599670410156e-05, ""elements_processed"": 54, ""columns_detected"": 1}"
page_022,22 i-tú ITU.KAM / te-i-<na>-tim li-mu-um Ku-bi4-a / a-na 1 ma-na 15 GíN [x]-a-kà-x-[x] ki-ma / a-wa-at / kà-ri-im sí-ib-[tám] a-na Hu-ni-a / ú-sa-áb K11B Sá-ak-[li-a] 60 DUMU u-Itar KIIB I-lí-a-[x] KIIB Il5-ba-ni DUMU A-mur-Itar 1/2 [ma]-na Kù.BABBAR sa-ru-pá-am / i-sé-er Sá-ak-li-a DuMu u-[Itar] Hu-ni-a i-u Ku.BABBAR be-ú-ú-lá-[tù]-u K1IB Ku-da-dim DuMu La-qé-pì-im / a hu-bu-ul / A-ùr-lá-ma-sí 65 [x] GíN Ku.BABBAR sa-ru-pá-am i-sé-er [x-x]-iz-zi / Hu-ni-a i-u i-tù [ITU.KAM] si-ip-im / a-na 10 ITU.KAM / i-a-qal su-ma lá i-qú-ul / ki-ma a-wa-at / kà-ri-im sí-ib-tám / ú-sa-áb / li-[mu]um u'-Ku-bu-um 70 KIIB DU10-sú-lá-A-ùr DUMU I-lí-α-lim K1IB Sá-a[k]-li-[a] DUMU u-Itar KIIB ál-ma-A-ùr DUMU Ip-hu-ri-im KIIB I-[di]-A-ùr DUMU A-ur-i-m[i-t]í / 4 ma-nα [κ]ù.BABBAR sa-ru-pá-am / i-sé-er / I-dí-A-sùr DUMu A-[ùr]-i-mì-tí Hu-ni-a i-u / i-tù ha-mu-u-tim 75 a En-um-A-ur DuMu ál-mah / a-[na x ha-a]m-a-tim i-a-qal' / u-ma / lá i-qúl / 1 1/2 GíN [κù.BABBAR] a-na 1 ma-na-im / sí-ib-tám / ú-s[a-áb] ITU.KAM sí-ip-im / li-mu-um A-[ùr-i]-mì-tí ma-lá-hu-um / KIIB Púzur-Itar DUMU Da-lá-[á] 80 KIIB I-dí~[d]IM DUMU Sú-lá-−[d1M] KIIB I-dí-A-[ùr] DUMU A-ùr-i-[mì-ti] KIIB I-ku-[. . . ú 4 1/2 ma-na Ku.BABBAR a x [... 85 sa I-dí-A-ùr / i-na Pu-r[u-u]-ha-[tim] a-na Hu-ni-a ip-qú-id 12[+x] ma-na Ku.BABBAR a-na I-lú-a-lim i[p]-qí-id 6! 1/2 ma-na Ku.BABBAR I-dí-A-ùr a-bu a-na Hu-ni-a / a-ma-lá / mì-ma Kù.BABBAR I-dí-A-ùr a-na Hu-ni-a I-dí-A-sùr ip-qú-du 90 I-dí-A-ur a-na Hu-[ni-a] lá i-−[tù]-ar KIIB A-ur-ma-[lik] o.K. DUMU A-ni-nim <KIIB> A-gi-a DUMU I-[ku-nim] 5 GíN Ku.BABBAR i-sé-er A-bu-a-[lim] Hu-ni-a / i-u i-tù 95 AKT IV NB: sfs.; [98] [71] (???) [107],0.959,53,,italian,,"{""processing_time"": 3.409385681152344e-05, ""elements_processed"": 53, ""columns_detected"": 1}"
page_023,"AKT IV 1.S. ha-mu-u-tim / a I-tur4-DINGIR / ITU.[KAM q]á-ra-tim li-mu-[um [103] P]u-zu-ta-a a-na 20 ha-am-a-tim i-a-qal / u-ma lá i[-qú]-ul ki-ma / a-wa-at kà-ri-im sí-ib-tám ú-sa-áb tup-pu-um a 1 1/3 ma-na 1[+x GíN K]ù.BABBAR a tám-kà-ri-i[m . . . a KIIB Ba-zi-a AKT IV, 27 Fund-Nr.: kt o/k 24 Mus.-Nr.: AMM 166-24-64 Siegel: Hecker, FS Kienast 195A48; ungeöffnete Hülle Anm.: Vs. (Siegelabr. A) K1IB a-ba-ar-tum a Za-al-pá 1 wa-ba-ar-tum a Za-al-pá dí-nam i-dí-ma a-ma-lá (unklare Siegelabr.) tup-pi-im a wa-ba-ar-tim u.K. 5 a Za-al-pá A-la-bu-um ù Dan-na-a a-na i-bi-u-nu Rs. (Siegelabr. A) ù da-na-t-u-nu 10 i-lu-ku-ma i-na kà-ri-im Kà-ni-i e-ta-wu (Siegelabr. A) A-ùr-DU10 DUMU u-Itar pá-é-er a-wa-tim (Siegelabr. A) 1.S. AKT IV, 28 Fund-Nr.: kt o/k 8 Mus.-Nr.: AMM 166-8-64 Lit.: 7-9: Albayrak, Diss. 113; 23",0.982,52,,english,,"{""processing_time"": 3.0279159545898438e-05, ""elements_processed"": 52, ""columns_detected"": 1}"
page_024,24 a-na Ú-sur-a-A-sùr 1 Vs. ù ¯i-ma-at-Itar qi-bi-ma um-ma I-i-im-Su-en6-ma tim 2 TUG.HI.A SIG5 DIRI ku-nu-ki-a / Kur-ub-Itar DuMu u-Itar 5 na-á-a-ku-nu-tí / ga-mar-u / a-bu ku-nu-ki-a / E-na-A-sùr / na-á-a-ku-nu-tí / ga-mar-u / a-bu i-i-im TúG.HItí / a E-na-A-ùr 10 na-á-ú 1/2 ma-na K∪.BABBAR a-na E-na-A-sur / u-uq-lá u.K.-it-ra-am sa a-ki-d-e ku-nu-ki-a / Dumu A-ùr-a-dí-li Rs. 15 NU.BÀNDA / na-á-a-ki-im a-na U-sur-a-A-sùr qí-bi-ma a-hi a-ta / a-ma-kam A-ta-a-a / Ku.BABBAR a-á-qí-il5-ma K∪.BABBAR / a-pá-ni-a li-im-hu-ra-ni 20 dIM-hu-sà-ni sa-áb-ta-ma 5 GíN Ku.BABBAR li-dí-na-ku-nu-tí-ma tup-pá-am / a í-be-u / ù na-á-pé-er-tám / I-ku-pì-a wa-i-ra-u-um / a-na í-ma-at-Itar 25 qí-bi-ma / [mì]−nu-um a ta-á-pu-ra-ni um-ma a-[tí-ma] I-li-a / e-bi4-ib-ma o.K. 80 Gú / a té-zi-bu-su?-ma i-tù a-limki A-ùr ú-ta-ar! 30 1.S. lu-é-bi4-lá-ki-im 15 GíN Kù.BABBAR ku-nu-[ki]-ku-nu ù a-hi-re-en6 / Su-Ku-bu-um ub-lam / AKT IV 29 kt o/k 4 Fund-Nr.: AMM 166-4-64 Mus.-Nr.: AKT IV,0.969,52,,italian,,"{""processing_time"": 3.0040740966796875e-05, ""elements_processed"": 52, ""columns_detected"": 1}"
