pdf_name,page_no,akkadian_text,translation,confidence,status
"Michel, Cécile - Innāya dans les Tablettes Paléo-Assyriennes I, Analyse. ERC 1, 1991.pdf",267,"L'étude prosopographique relative aux marchands assyriens du début
du second millénaire avant notre ère en Anatolie se heurte à la fréquence de
l'homonymie et à la présence d'hypocoristiques. Ces questions d'onomastique
sont dues aux origines variées des anthroponymes par suite d'un brassage de
populations, la présence de diminutifs, la palette restreinte de noms employés
et la tradition imposant I'utilisation répétée d'un même nom dans une famille.
II s'agit donc de définir une méthode de recherche systématique consistant a
analyser l'un après l'autre les dossiers relatifs a un seul marchand.
Le choix d'Innya s'est effectué en raison du nombre restreint d'homo-
nymes de ce nom et de l'important corpus de textes le mentionnant. Cepen-
dant, au sein même de la famille d'Innya, nous avons été confrontés à des
individus portant des noms extrêmement communs.
Ce travail a donc débuté par l'élaboration d'une méthode de distinction
des homonymes par le biais des cercles de relations. Cette démarche est fiable
mais limitée, attendu qu'un individu peut fréquenter les deux homonymes si-
multanément. Une fois cette division opérée, nous avons obtenu deux groupes
de documents que I'on a associés à chacun des deux Innya.
L'aspect prosopographique primordial est issu de cette première démar-
che et a permis l'élaboration, pour chaque Innãya, d'un arbre généalogique
virtuel comprenant des attaches latérales. Les difficultés d'identification des
frères d'Innya dérivent du problème de I'homonymie, du fait que I'ascen-
dance du père reste inconnue. L'examen prosopographique autorise l'ana-
lyse de l'organisation de la famille, des associations et firmes familiales, la
découverte d'une organisation géostratégique de la famille et la reconstitution
d'une chronologie relative des événements ayant marqué la vie d'un individu.
La notion de famille est un concept très important dans cette société
marchande assyrienne. Le commerce assyrien est fondé sur le cercle familial
et sur les ""relations"". Chaque membre d'une famille a son activité propre
dans l'entreprise et ses responsabilités au sein de la firme familiale. Celle-ci,
d'abord constituée par le noyau d'une famille, comporte de plus en plus de
membres issus des branches latérales. La femme joue un rôle éminent dans
cette structure commeiciale, en participant à la production locale d'étoffes.",CONCLUSION,0.9000,OK
"Matous, Lubor - Kappadokische Keilschrifttafeln mit Siegeln (KKS). ICK 3, 1984(cut).pdf",15,"Dan-A-ur, Dan-A-ür+
Di-ik-Sar
Du-du, Du-du-ú+
E-di-na-a (s. auch I-di-in-A-δur)
E-lá-li
E.ni-i-ru
&En-lil-ba-ni
En-nam-A·ur, ·A·ir+
En-nam.Itar
En-na-nim (gen.)
En-na-Su-in
En-nu-um.Adad, En-um-aAdad+
En-um-A-§ur, -A-sür+
1Ga-ab-u-ar
Ga-lu-a
Ga-ma-li-a
GA-ta-A-ur
Ha-al-ki-a-u
Ha-lu-pá, Ha-lu-pá·a+, Hu-lu-pá++
Ha-na-ba-na
Ha-na-na
Ha-nu
Ha-nu-nu
Ha.pu.a-lá
Ha-pu-a-u
'Ha-ar-na-sar-na
Ha-ar-su-lá
Ha-u-i
Hi-i-ta-ab-u
Hi-is-ta-ab-u-ar
Ha-ba-zi, Hu-bu-zi+
Hu-ma-da-u
Hu-dar·lá-ni, rabi ur-di
Hu-zi-ri
I-bi4-Sú-a, I.bi.+
Ib-ni-li","1.S. I-di-A-ür, 10a, 19+;
b 1+, Siegel E
2. V. I-di-a-bi, 15 b, Siegel C
S. Sà-sú-um, 36 a, 12
(= Sà-8à-ku);b 1
S. Ba-zi-a, 30 a, 12, b 1+
1. V. A-bu-δa-lim, 16 b, 2
2.14 a, 10; b 1
1. + A-ur-i-ta-ki-ils
(bamutum), 16 a, 6; b 8
2. 29 a, 2, 7; b 8, [Siegel C]
31 a,7;b 12
1. S. 1-li-a-lim, 45 b, 2; I 555,",0.5579,OK
NABU (missing 1999 no.2) (2).pdf,1336,"56) The Old-Assyrian Incantation against Lamatu Kt 94/k, 821, lines 11-13a - In her edition of Kt 94/k,
821, C. Michel transcribes the first word in line 13 as zi-ba-sú.1 Michel does not translate the vocable in her
comprehensive translation, but in the commentary (p. 63) two possible interpretations are offered in
accordance with possible syntactic analyses of the relevant section of the text. What would appear to be a 3 m.s.
pronominal suffix -su < -u can not refer to Lamatu, and speaks strongly in favor of Michel's alternative
analysis of lines 11-13a as a double-accusative structure. The correct reading of the word under discussion,
however, is undoubtedly sí-ma-sú, < his simtu. > For the form of the sign ma, cf. line 1la (transcribed ma!-ra-am
by the editor), where the initial vertical wedge of ma is likewise omitted.² The expression simta nashu also
occurs in the Epic of Erra, IV, 120 (CAD, S, 281b): tim-ma lu-u-hu-ut-ma lu-us-su-ba si-mat-su < I will tear out
the mast and rip out its (the boat's) fittings. > In the present text, at least, simtu would appear to have a more
abstract sense, < proper (healthy) appearance, proper (healthy) complexion, "" not unlike the meaning < proper
appearance > attested with respect to monumental buildings and the like (see CAD, S, 282, meaning 3c). Cf.
simat pani < complexion » (CAD, S, 283a) and note the equation of simtu with zmu < appearance, countenance,
luster » in Malku VII, 1 13.3 The following transcription and translation of lines 11-13a may thus be proposed :
11ma-ra-am ar-ha-am12ta-na-sà-ha-am 13si-ma-sú < She strips the vigorous (lit. 'swift' son of his proper
1. C. Michel, < Une incantation paléo-assyrienne contre Lamatum, > Or 66 (1997) 58-64 and tab. I.
57) La stèle araméenne de Bukân : mise au point épigraphique  Depuis sa publication en persan par Rasoul-
e Bashash Kanzaq, cette stèle araméenne, que j'ai republiée dans Studia Iranica, a fait l'objet de plusieurs
études qui en soulignent l'importancel. Comme I'article récent de M. Sokoloff propose de corriger certaines de
mes lectures jugées < incorrectes > (p. 107), il me parait utile de les examiner ici rapidement à la lumière des
photographies parues entre-temps dans CRAI et que M. Sokoloff n'a pu utiliser.
ses autres < innovations » ne concernent que des restitutions ou des erreurs d'impression de sa part.
d'ailleurs le confirme sa traduction 'from'montrant qu'il lit MN et non HN.
étant sa propre suggestion (< I would suggest.. "" p. 114), alors que cette suggestion est déjà évoquée dans
Studia Iranica, p. 26. En fait, ses restitutions ne different que pour la fin des trois premières lignes :
mais dont le parallélisme avec la formule utilisée ici n'est pas évident; de plus, d'après les photographies, on
peut hésiter entre la restitution d'une ou, plutôt, de deux lettres à cet endroit (cf. CRAI, fig. 4, fin de la ligne 3
VIIIe s., sous le prétexte que ce serait le seul cas d'une graphie pleine dans cette inscription. Il reconnait
pourtant lui-même l'alternance des graphies BT et BYT dans les inscriptions araméennes de cette époque. En
fait, depuis la découverte de I'inscription de Tell Fekheryeh, tout spécialiste d'araméen ancien sait que les
graphies pleines et défectives peuvent alterner, apparemment sans raison, dans une même inscription.
de Rasoul-e Bashash Kanzaq, je propose de lire MYT MR'H tandis que Sokoloff propose de lire WYTMRRH et
que J. Teixidor lit WYTMRDH. À l'examen de CRAI, fig. 4, les deux premières lettres sont incomplètes et il ne
reste que la tête de la première. Cependant une comparaison avec les M de cette fig. 4 (lignes 2, 3, 7, 9) montre
clairement qu'ils commencent tous par un court trait descendant vers la gauche et un angle nettement marqué,
tandis que les W ont soit une tête très arrondie (lignes 2, 3, 5, 7, 8), soit un premier trait descendant légèrement
vers la droite (lignes 4, 6). Paléographiquement cette lettre incomplète est donc plutôt un M qu'un W ; la
lecture et l'interprétation de l'expression lue par Sokoloff semblent donc exclues.","(healthy) appearance.
tablet (p. 61).
3. Cf. SAA III, 48 :11'.
traduction.
pour remplir la lacune : il s'agit donc d'une pure conjecture ;
et fin de la ligne 6);",0.6767,OK
RGTC-3 - OB.pdf,227,"Qattun(n)
qa-at-tu-na-an
lum qa-at-tu-na-an
hala qa-at-tu-na-nim
halas qa-at-tu-na-an
qa-tu-na-an
qa-at-tu-na-a
ga-at-tu-na-nim
ga-tu-na-nim
KASKAL ga-at-tu-na-an/nim
ekal qa-tu-na'-an
qa-tu-na-[n]im
Kq
ki
ga-ta-nim
LU qa-at-tu-na-na-ju
LU
qa-at-tu-na-an
unsichere Belege:
[..ga-at-tu-na-a]n
[qa-at-t]u-na-a[nk1]
QutGm, Gutium
ki
gu-ti-um
63,42,27
sabe gu-tu-um
LU/MAR.TU gu-ti-um","ARM 1,7,26.27; 21,4'!.5'; 37,12'.16.31'; 62,19
(-[anki1); 98,21?; 2,41,7; 69,12'; 78,33; 79,7; 80,14; 81,9; 99,25;
:02*∠'ll :g'01'tl :,8'∠ε :91'll'9ε'εI 1W8 :∠'0∠' :2l',6'tl'ε :9'62l
27,4°.8.24.26; 59,9; 60,17 (<na>)'; 63,8; 68,2'; 105,9; 112,13;",0.5283,OK
"Grayson, A. Kirk - Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC). RIMA 1, 1987.pdf",190,1) m10-ÉRIN.TÁH ŠID aš-šur 2) A GÍD-DI-DINGIR ŠID CtŠ-ŠUr-mQ 3) mu-ta-li-ik-ta 4) šá ki-sa-al a-ba-ri šá É 5) aš-šur EN-SW ik-si-ir,"Exs. 1-3 were found in the courtyard of the Asšur tem- ple; the remaining exs. were found in various parts of the city or their provenance is unknown.
The brick inscription translated in Haller, Heilig- tümer p. 47 n. 93 (cf. Grayson, ARI 1 LXXVI 36) has",1.0000,OK
"Michel, Cécile - Innāya dans les Tablettes Paléo-Assyriennes II, Edition des Textes. ERC 2, 1991.pdf",347,"Légende:
codest. = codestinataire
coexp. = coexpéditeur
dest. = destinataire
exp. = expéditeur
fe. = femme de
f. = fils de
A-{ .. ]
Abya
135, 15.
Abnum
Ab \{ -}$
... ]
Ab1-tb
Aby
Abi-Anum
Abu-Salim
II, 8-10, 25.
Adad-bni","A-ba-ni-im 163. BIN IV, 218, 4.",0.5560,OK
"Michel, Cécile - Innāya dans les Tablettes Paléo-Assyriennes II, Edition des Textes. ERC 2, 1991.pdf",347,"INDEX
fr. = frère de
hamutum = ""éponyme""-hamutum
limmum = éponymie de
limmum a qti = éponymie de la main de
ma. = mari de
(gd.)p. = (grand-)père de",INDEX DES ANTHROPONYMES,0.4291,OK
oip129 ED to OAkk transition.pdf,203,"Obverse 1. 1 ªEn-líl-da 2. 1 x [x x] 3. 1 [x x x] 4. 1 x [x x] 5. 1 «lú» x (possibly [hun-g]á[?]) 6. 1 Na-«ba»-LUL 7. 1 DINGIR.AL-é 8. 1 Ur-åe-um-[u]m(?) 9. Lugal-SAR¯DIÅ-d[a] 10. x x Ur-ªE[n-líl(?)]
Reverse 1. lú-udu-k[a-x(?)] 2. «lú»-aåa£(GÁN)-[gí]d(?)
Rest uninscribed",TRANSLITERATION,1.0000,OK
"Hecker, K., G. Kryszat & L. Matouš - Kappadokische Keilschrifttafeln aus den Sammlungen der Karlsuniversität Prag. ICK 4, 1998(cut).pdf",316,"rötlich-braune Tafel, 5,8 x 5 x 1,8 cm; Kopie Tafel CXXVII.
Summe entsprechenden Betrag und zwei vom Karum bereitgestellte M. Silber.
É A-ur-ma-lik ni-kà-
¯u-ma-li-bi4-i-li-a
ù A-ur-ma-lik ma-ah-ri-ni
i-si-ú-ma 7 2/3 ma-na 4 2/3 GíN
K∪.BABBAR sa-ru-pá-am i-li-bi4
A-ur-ma-lik u-ma-li-bi4-i-lí-a
i-dí um-ma Su-ma-li-bi4-i-lí-a-ma
a-na A-ur-ma-lik-ma
i-tù MU.1.È K.BABBARpí
tù-kà-al  u4-ma-am
tù-sa-áb-ma 5 ITU.KAM
tù-kà-al-ma tup-pá-kà
lá-ah-ri-im um-ma
A-ur-ma-lik-ma a-na
u-a-li-bi-ì-lí-a-ma
ù a-na-ku i-nu-mì
a-na a-limki ta-lu-ku
i-tù 7 2/3 ma-na 4 ²/3 GíN
K.BABBARáp-kà ú-a-bu-ú-kà
ù 7 2/3 ma-na 4 2/3 GíN
Kù.BABBAR a-da-na-ku-ma
ù a-ta ta-be-el ú tup-pá-kà
lá a-ha-ri-im um-ma
Su-ma-li-bi4-i-li-a-ma
a-na A-ur-ma-lik-ma
2 ma-na K∪.BABBAR a É
kà-ri-im a a-sé-er","Prager KUlTEPe-TEXTE
,,soll Zins zahlen"" (für ussab).
Vs.",0.3119,OK
"Innaya 2, 1991.pdf",169,"2sur 64 [etoffes] .. 33 étoffes de droits d'entrée- .. 4les
63 anes noirs et leur harnais 7et 2 mine 5 sicles
8Usubikum °descendra 8vers
ré]glés et l'argent (est) sur [le compte de ... ]. 11Sur 42 étoffes de bonne
qualité de [ ... ], 12 étoffes pour Puzur-Aur 13x moins 1 étoffe pour Asur-
15les droits d'entrée ... (lacune)
2'41 étoffes, la moi[tié]
'pour 3 talents
8'1 mine pièce et
….
269. TCIII 161
Notice personnelle de comptabilité où l'on apprend qu'un fils d'Innya","5 ils ont dégagé le reste de tes
10[sont
9Tes anes .….
3'j'ai fait
].….
7la
6'd'Asur-tab,6 ..
10' 15
9'1 \ mine pièce ..",0.4997,OK
"Ichisar, Metin - Les archives cappadociennes du marchand Imdilum. ERC 1981(cut).pdf",271,Imdilum expéditeur.,GROUPE A,0.9000,OK
"Ichisar, Metin - Les archives cappadociennes du marchand Imdilum. ERC 1981(cut).pdf",271,II-ImdIlum co-expéditeur.,ATHE 62,0.5342,OK
"Ichisar, Metin - Les archives cappadociennes du marchand Imdilum. ERC 1981(cut).pdf",271,"- 262 
a-Lettres expédiées de Kanes:",BIN IV 27,0.9000,OK
sbd.PDF,104,"1:197
se deroutent autonr de Kervt roaruisseat wy cadre.
uu dicor patbetique, rehauusse drun ctenent roma-
nesque, ta quète de la feuume, yui, avee quelques
autres thomes, perinct A C.Il. Gerisa de rapprocier
Keret die Pepopee homecipue (ed. The Gommon Back-
gentnd of Greek aud flebrew Givitls dioas, New York,
1962. p. 132 sqp). Mais. a Pictecivur de ce cadre. Ku
legende est clarger din double cuscigueancnt. Gest
d'abord une legon de potitiqup: : la mouarehie hare-
ditaire est Pordre voulu par te dien El pour le bieu
des houes. K.Il. Bernhardt et A.A. Morril Foat
recomnu, et M. Livarand a dicele tes elements de pro-
pagande que Keret a en comunus avee d'anutces tsept-
guages (pseudo-) listociques de fitsologle royad:, tets
que Piuscriptiou d'Ilrinii d'Aialakh ou P'autobiogru-
phie de Hattusili IIt (a L'epica ugtaritica net sno
contesto storico e letterario a, Afti del Comezgno iater-
uaziorale sul tena : la poesic epiea e ta sua formezionte,
Accadeinia Mnzionale dei Liucni, Rome, 1o7o, p. 859-
so9). C'est aussi une lecon de religion : ta royauté est
protegee par les dicux. par Et en pacticutier, parce
qu'elle est uécessaire a la vie des homues, done les
dieux, et El en garticulier, sont esseutielleuent provi-
dentiels. Tet est Iaspeet ditiactique de hi légende sur
tequel iusiste eu dernier lieu S.B. Parker (- The Histo-
rical Couposition of Krt aud th Cuit of El -, Z A W', 89
[19771, p. 161-175).
W.F. Abrigtt, & New Cuuauite Historiead aad Mytho-
togieal Datn , BASOR, 53 (19sG), P. 23-32. -- J. Aist-
Ieitner,  Die Keret Legende - Thendogia, 19as, p. 1-S. -
n. Dussaud, Les Jeconvertes de Ras Sfamra ef P'Ancieu
Testonaat, 2° 6d. 1ot1, p. 16o-t5s, -- J. Pedecsen, 4 Die
Krt Legende 4, Bergtas, 6 (19-t1), p. 65-105. - S. Mo-
wlaekel, a Innqanuciprofetien Jes. 7. Strelflys fra Ugarit","I "", Norsk teologisk lidskrift, 42 (1941), p. 129-157 ; -Til1,",0.9000,OK
sbd.PDF,104,"1r° éd.' Leyde, 1955: 2 éd. 196t. -- K.H. Bernhardt,","uttrykket - Jahvaes tjeuer •. Streialys fra Ugarit, II "",
iid., 43 (1o42), p. 24-25. --- I. Engnell, Stadies (n Divine
Kingship ia the Aneient Near East, Upsal, 1913. p. 143-
173; • Tie Text II A frota Ras Slanra. A Prelintioary",0.9000,OK
sbd.PDF,104,"Legacy of Cauauu, Leyde, 1957. p. 93-112; 2e éd. Leytle.","Iavestigntion , Religiou och Bibel, 1944, p, 1-20. --- H.L.",0.9000,OK
NABU (missing 1999 no.2).pdf,1477,"kurA§sur Idb[a-ba6-ába-iddina Sarkur Kar-du-ni-ás it-ti a-ba-me§ (?)]
- 80","I. L. FINKEL, J. E. READE (6-12-00)
Department of the Ancient Near East, The British Museum
LoNDoN WC1B 3DG (Grande Bretagne)",0.5465,OK
"Michel, Cécile - Innāya dans les Tablettes Paléo-Assyriennes I, Analyse. ERC 1, 1991.pdf",177,"cis : l'achat de fer météoritique. Cette société commerciale est financée uni-
quement par Innãya, au nom du tamkrum ; ses trois partenaires ne sont
impliqués que par leur travail371. Les tamkrum n'apparaissent jamais en
tant que tels dans ces contrats qui sont établis entre particuliers. Ici, Innya
représente les intérêts du tamkrum et il n'hésite pas, en son nom et peut-
etre au sien propre, à avancer un capital considérable, soit 20 mines d'argent
destinées à l'achat du fer météoritique et une  d'argent pour les dépenses de
ses associés372. La somme globale a été confiée à Puzur-Asur, fils d'Aur-
imitti, représentant du tamkrum et d'Innya à Hurrama; notons qu'il n'est
Une lettre adressée à Innãya par deux de ses partenaires dans cette
association, Hanunu et Sahya, et par le dépositaire de l'argent, Puzur-Aur,
fils d'Aur-imitti, indique qu'une partie du capital a été converti en or pour
une valeur de 14 sicles (39). A côté de ces 14 sicles d'or, la présence de 2
mines du même métal reste énigmatique puisque le texte semble indiquer
qu'une fraction de la somme déposée est conservée en argent: Puzur-Aur
est reparti pour chercher le reste de l'argent. Il se pourrait que la conversion
ait eu lieu sur une quantité plus importante d'argent : il faut à peu près 14
mines d'argent pour obtenir 2 mines d'or374, cependant, les correspondants
d'Innya n'y font aucune allusion alors qu'ils mentionnent les 14 sicles d'or
issus d'une fraction de I'argent. I semblerait plutôt que les 2 mines d'or ont
été ajoutées au capital de départ par Hurasnum; celles-ci seraient marquées
au nom du tamkrum (40)375. Puzur-Aur n'emporte pas l'intégralité des
Une seconde lettre, 41 parvient à peu près simultanément à Innya ;
elle est émise par son fils ainé. Aur-ri est en contacts quotidiens avec les
Un texte alphabétique d'Ugarit unique en son genre, PRU V, 116 (UT, 2116)
relate également la formation d'une association-tapp'tum entre quatre individus
impliqués dans le commerce avec l'Egypte, M. Heltzer, op. cit. Rural Community,
Cf. R. Harris, op. cit. Ancient Sippar, 262. Pour Innäya, représentant du
Calcul opéré sur un taux de sept sicles d'argent pour un sicle d'or, AC,
Si cette suggestion s'avérait exacte, le capital serait alors composé de vingt
mines d'argent amputées de quatorze sicles d'or (soit environ une mine deux tiers
d'argent) et de deux mines d'or; pourtant, à aucun moment par la suite il n'est fait
allusion aux vingt mines d'argent. I est également possible que ce dernier document","pas membre de la société commerciale (125)373.
fonds en une fois mais repart chercher l'argent qui subsiste.
tamkrum, et cf. ci-dessus, p. 161 sq.
Cf. 34 et J. Lewy ArOr 18/III, 427.
n'ait rien à voir avec notre histoire!",0.6247,OK
"Larsen 2010 - The Archive of the Šalim-Aššur Family, Vol. 1. The First Two Generations. (A)TK 6-a, TTKY 33d-a, 2010 (preprint).pdf",144,on r.: Pu-$u-ki-in / DUMU Sú-e-a; Teissier 37. One Ur III seal with an obliterated text.,62. kt 94/k 1029B,0.9000,OK
"KTK - Jankowska, 1968.pdf",18,"5a-di Ha-bi-im a-gus-ru-ni(?)
[i]-tù Ha-bi-im a-na
[a-1]á-ki 1-du-ru
s[a-na]-kam ma-lá ú-ha-ru
s[ú(?)-é(?)-r(?)I-bu-ni
Ba-ni
o[x x]ki(?)-ra-tim[x x x]
[x x x] ip(?)-t[a(?)-x x x]
[x x a(?)-1]á-ki [x x x x]
1s[x x x x] bit(?) [x x x x]
[x x x]-a mera [x x x]
[x x x]-na-nim [x x x]
[a-na-k]am(?) 1-ti A-[x x]
1[x] i-na-me-ru a-mi-[a]-am
18it-bi-ú-ma i-tal-ku-nim-ma
ù u-nu-ti i-ti
2$ú-bha-ri tù-ur-da-u-nu
2a-pu-tum ú-ba-ri
22-bi-it tù-ru-ud-dam
2ù-qi té-er-tám
2a kaspim 10 iqli a ma-
ma-[an]
25a-na i(?)-im(?) [x x x]
2di-in-ma ni-[x x x]
27lu-ub-lu[x x x]
I HacTb TeoφopHorO HMeHH co6cTBeHHoro aApecTa.
2 B3,  3  H (E[n]ib?), H  T, R ΠO
crpoke 9.
3 CAD, G, p. 91: girru 2) (H3eTO co capOBaBHrOHCKO nepHoNa).
AHW, S. 367: igru(m).
5 Ioceree Ha paBHe B paoe copeeHor rb6Hcaa (Garelli, AC,","Tpackpunyus, nepeod u komerapu
X 
e(a)
H3 XaxxyMa
 6 [TH.
8[3πecb• BCe, 4TO nCbIb-
*
HbIe
   
a-na
n[ . . . . . . .
n2l . . . . . . .
as[ . . . . . . . .
06.
[3e]cbc A[. . ... .J
1.. .I O B-
Tya
18  H ;
19HO HX (CAMHX) BMeTe C
M HIH* HHTE,
 .  -
HBI
! T !
OH I 3*,-
TOT, KTO cepE6pa ReCATb
CE, KOTOpE BA[KH
253a μeHy(?)[. . . . . . . ]
c6oky
, M[. . . . . . .}
27 .1",0.5637,OK
"Çig, M. & H. Kizilyay - Eski Babil Devrine Ait Yeni Tarihleri İhtiva Eden Veya Formülleri Eski Tarihlere Varyant Teşkil Eden Beş Tablet. Belleten 26 (101), 1962 1-44 (1).pdf",14,"22
Vs.
2. I zñig.zé-na
3. 'da.é nu-du-[u]b-tum lukur dnin.urta
4. dumu.mí dcn.líl. [dJa.a.a!.an",MUAZZEZ CIG - HATICE KIZILYAY,0.6126,OK
"Çig, M. & H. Kizilyay - Eski Babil Devrine Ait Yeni Tarihleri İhtiva Eden Veya Formülleri Eski Tarihlere Varyant Teşkil Eden Beş Tablet. Belleten 26 (101), 1962 1-44 (1).pdf",14,"5. € e[-ri-is-]t![aluk]ur dnin.urta
6dumu.m[i dnusku-b-ni]
7. ki e-ri-i[5-tum lukur ""nin.urta]
8 dba.bag -h[e.gál lukur dnin.urta]
9dumu. mi[. ....
10. in.i.[in.ám]
11. Sam4m [til.la.bi.s€]
12.12[gin kù.babbar}
13.in.n{a.an.la]
14. ud.kúr.è e-r[i-is-tum]
15. u ibila.ni a.n{a me.a.bi}
Rs.
16. é.bi.se dba.bag-hc.gal[.ra]
17. gù.nu.um.gà.gà.dè[ ..]
18. e-r[i-if-tum lukur dnin.urta]
19. mu lugal.[bi in.pàd]
20.igi lú-d[.
21. ii lugal-x[. . . . . . .
22. igi lugal-x[ . . . .
23. igi bi-tu[m ...
24. igi arad-dEN. [....
25. igi µa-at-[. .
26. igi hu-un-d [u-ul-tum dumu za-zi-ia]
27. igi a-ha-tu[m ..
28. igi be-ta-tum lukur du[mu.mi ...
29. igi la-al-la-a[ . . . . . . . . . . . . . . . ]
30. itu [apin.d]us .a
31. m[u ús.sa d]da-mi-iq-- i-li-5u lugal.e
32.[ gi.§u.]nir gukin 2.a.bi
33. [ikur] dinanna DU.A.NU.KI.ra
34:{mu.]ne.en.dím.ma
Vs.
d
I. :1{2 s[ar] z[+ x g]in bebautes Hausgrundstiick im Stiftsdamen-
Ort,
2. eine zena-Tur",BTT YNTE,0.4900,OK
Stratford_2015_Eponyms.pdf,21,"kišib A-šur-i-mì-tí dumu En-um-A-šur kišib A-mu-ra
dumu Sú-kà-li-a kišib Wa-al-dí-lim dumu Šu-Be-lim Wa-al-dí-lúm dumu Šu-Be-lim a-na En-na-Sú-en6
dumu A-šur-ni-šu ù me-er-e-šu a-na mì-ma | šu-um-šu [ú-lá] i-tù-ru-ú itu.kam be-el-tí-é.gal-lim li-mu- um En-na-Sú-en6 dumu Šu-A-šur Aḫ-x-[ . . . ] . . .: Seal of Aššur-imittī s. Ennum-Aššur. Seal of Amurāya s. Sukkalliya. Seal of Waldi-ilum s. Šū-Bēlum. Waldi-
52 Transliterations for the relevant texts were graciously pro- vided by those persons indicated. In these cases, only the pertinent section was included here.","320  F  Journal of Near Eastern Studies
more refined frame of time, and on the scope of their activities as recorded in the rich archives of Kültepe.
Appendix 1: Current Eponyms in Months I and II (Texts 1–8)
Text 1. Kt 91/k 435:1–11 (unpublished, courtesy K. Veenhof).52
1⁄2 ma-na kù.babbar ṣa-ru-pá-am  i-ṣé-er  Šu-mì-a- bi4-a E-lá-ma i-šu iš-tù ḫa-muš-tim ša dingir-na- da 1 gín.ta ṣí-ib-tám i-itu.1.kam ú-ṣa-áb itu.1.kam bé-el-tí-é.gal-lim li-mu-um  puzur4-dmuš: Šumi- abiya owes Elamma 1⁄2 mina refined silver. He will add as interest 1 shekel per mina per month from the week of Ili-nāda. REL 85 I.
Text 2. Kt 87/k 293:12:5–14 (unpublished, courtesy K. Hecker). 1 ma-na 5 gín kù.babbar ṣa-ru-pá-am i-ṣé-er A-šur-ta- ak-lá-ku ú A-mur-dingir A-šur-ta-ak-lá-ku i-šu iš-tù ḫa-muš-tim ša En-nam-A-šur itu.kam be-el-tí-é.
gal-lim li-mu-um Il5-šu-gal dumu [Ba]-zi !-[a] 2 gín.ta a-ma-na-im i-na itu.1.kam-im ṣí-ib-tám ú-ṣa-áb: Aššur-taklāku and Amur-ilī owe Aššur-taklāku 1 mina 5 shekels refined silver. They (lit. he) will add as interest 2 shekels per mina per month from the week of Ennam-Aššur, REL 89 I.
Text 3. CCT 5 21c. 25⁄6 ma-na kù.babbar ṣa-ru-pá-am i-ṣé-er puzur₄-A-na Šu-Be-lúm i-šu iš-tù ḫa-mu-uš-tim ša A-šur-ma-lik ù I-na-a 11⁄2 g[ín.ta] ṣí-ib-[tám i-na] itu.kam [a- na ma-na]-im ú-ṣa-áb ˹itu.kam˺ be-<el>-tí-kál-lim li-mu-um A-šur-na-da Pu-šu-ke-en₆ qá-ta-ta-tum
igi Ni-mar-Ištar dumu [I-dí-Ku-bi]-im igi A-ni-na [dumu . . .]: Puzur-Anna owes Šū-Bēlum 25⁄6 minas refined silver. He will add 11⁄2 shekels as interest per month per mina from the week of Aššur-mālik and Innaya. REL 96 I. Pūšu-kēn is the guarantor. Wit- nesses: Nimar-Ištar s. Idī-Kūbim, Anina s. (broken).",0.9000,OK
afo_realien.pdf,3178,"Margueron, Syria 76, 39ff. (Architektur, 3. Jt. v. Chr.) [Bd. 48/49 (2001/2002), S. 409]. Sievertsen, BAR S743, 157ff. (Architektur der frühdynastischen Zeit) [Bd. 48/49 (2001/2002), S. 409]. Baer, Uch Tepe II, 95ff. (zum „Round Building“) [Bd. 40/41 (1993/1994), S. 436]. Gibson, Uch Tepe II, 103ff. (zum „Round Building“) [Bd. 40/41 (1993/1994), S. 436]. Gibson, Uch Tepe, 109ff. (Knochenfunde) [Bd. 40/41 (1993/1994), S. 436]. Gibson, Préhist. Més., 467ff. (Rundbau) [Bd. 38/39 (1991/1992), S. 336]. Gibson, Uch Tepe I, 28ff. [Bd. 31 (1984), S. 281].","Dornemann, ANESt Suppl. 7, 459ff. (eisenzeitliche Siedlung im Orontestal) [Bd. 50 (2003/2004), S. 597]. Dornemann, AAAS 43, 137ff. [Bd. 48/49 (2001/2002), S. 409].",0.9000,OK
"TC 2, 1928.pdf",1,"MUSÉE DU LOUVRE - DÉPARTEMENT DES ANTIQUITÉS ORIENTALES
TEXTES CUNÉIFORMES
THUREAU-DANGIN (FR.) - Lettres et contrats de l'époque de
la premiére dynastie babylonienne, vI11-68 pp., 116 planches,
petit in-folio, sous portefeuille, 1910.
GENOUILLAC (H. DE) - Tablettes de Dréhem, publièes avec
inventaire et tables, vII1-21 pp., 51 planches, petit in-folio,
sous portefeuille, 1911.
THUREAU-DANGIN (FR.)— Une relation de la huitiéme cam-
pagne de Sargon (714 av. J.-C.), texte assyrien inédit, publié
et traduit, avec une carte, xx-87 pp., 30 planches dont 8 fac-","105 planches, petit in-folio, sous cartonnage, 1922.",0.9000,OK
"TC 2, 1928.pdf",1,"similés en phototypie, petit in-folio, relié, 1912.",THUREAU-DANGIN (FR.) — Lettres de Hammurapi a Sama-,0.9000,OK
